Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
1.43548,4.82,Rat5,Male,565.59,0.453,0.02
1.44262,4.84,Rat5,Male,565.59,0.453,0.02
1.44976,3.86,Rat5,Male,565.59,0.453,0.02
1.4569,4,Rat5,Male,565.59,0.453,0.02
1.46404,3.55,Rat5,Male,565.59,0.453,0.02
1.47118,2.83,Rat5,Male,565.59,0.453,0.02
1.47833,2.27,Rat5,Male,565.59,0.453,0.02
1.48547,3.01,Rat5,Male,565.59,0.453,0.02
1.49261,2.72,Rat5,Male,565.59,0.453,0.02
1.49975,2.48,Rat5,Male,565.59,0.453,0.02
1.50689,2.87,Rat5,Male,565.59,0.453,0.02
1.51403,2.42,Rat5,Male,565.59,0.453,0.02
1.52118,3.8,Rat5,Male,565.59,0.453,0.02
1.52832,2.27,Rat5,Male,565.59,0.453,0.02
1.53546,3.14,Rat5,Male,565.59,0.453,0.02
1.5426,3.55,Rat5,Male,565.59,0.453,0.02
1.54974,3.05,Rat5,Male,565.59,0.453,0.02
1.55688,3.44,Rat5,Male,565.59,0.453,0.02
1.56402,3.55,Rat5,Male,565.59,0.453,0.02
1.57117,4.51,Rat5,Male,565.59,0.453,0.02
1.57831,2.73,Rat5,Male,565.59,0.453,0.02
1.58545,5.03,Rat5,Male,565.59,0.453,0.02
1.59259,5.45,Rat5,Male,565.59,0.453,0.02
1.59973,3.05,Rat5,Male,565.59,0.453,0.02
1.60688,3.74,Rat5,Male,565.59,0.453,0.02
1.61402,4.26,Rat5,Male,565.59,0.453,0.02
1.62116,4.45,Rat5,Male,565.59,0.453,0.02
1.6283,2.6,Rat5,Male,565.59,0.453,0.02
1.63544,3.39,Rat5,Male,565.59,0.453,0.02
1.64258,3.67,Rat5,Male,565.59,0.453,0.02
1.64973,3.97,Rat5,Male,565.59,0.453,0.02
1.65687,2.82,Rat5,Male,565.59,0.453,0.02
1.66401,2.42,Rat5,Male,565.59,0.453,0.02
1.67115,3.21,Rat5,Male,565.59,0.453,0.02
1.67829,2.1,Rat5,Male,565.59,0.453,0.02
1.68543,2.88,Rat5,Male,565.59,0.453,0.02
1.69258,3.39,Rat5,Male,565.59,0.453,0.02
1.69972,3.54,Rat5,Male,565.59,0.453,0.02
1.70686,2.45,Rat5,Male,565.59,0.453,0.02
1.714,3.64,Rat5,Male,565.59,0.453,0.02
1.72114,2.3,Rat5,Male,565.59,0.453,0.02
1.72828,1.61,Rat5,Male,565.59,0.453,0.02
1.73543,2.75,Rat5,Male,565.59,0.453,0.02
1.74257,3.1,Rat5,Male,565.59,0.453,0.02
1.74971,3.79,Rat5,Male,565.59,0.453,0.02
1.75685,1.51,Rat5,Male,565.59,0.453,0.02
1.76399,1.39,Rat5,Male,565.59,0.453,0.02
1.77113,2.79,Rat5,Male,565.59,0.453,0.02
1.77828,2.29,Rat5,Male,565.59,0.453,0.02
1.78542,4.34,Rat5,Male,565.59,0.453,0.02
1.79256,2.46,Rat5,Male,565.59,0.453,0.02
1.7997,3.44,Rat5,Male,565.59,0.453,0.02
1.80684,2.93,Rat5,Male,565.59,0.453,0.02
1.81398,3.59,Rat5,Male,565.59,0.453,0.02
1.82113,4.47,Rat5,Male,565.59,0.453,0.02
1.82827,1.96,Rat5,Male,565.59,0.453,0.02
1.83541,2.1,Rat5,Male,565.59,0.453,0.02
1.84255,3.4,Rat5,Male,565.59,0.453,0.02
1.84969,2.58,Rat5,Male,565.59,0.453,0.02
1.85683,2.69,Rat5,Male,565.59,0.453,0.02
1.86398,3.85,Rat5,Male,565.59,0.453,0.02
1.87112,4.09,Rat5,Male,565.59,0.453,0.02
1.87826,2.78,Rat5,Male,565.59,0.453,0.02
1.8854,4.5,Rat5,Male,565.59,0.453,0.02
1.89254,3.43,Rat5,Male,565.59,0.453,0.02
1.89968,2.45,Rat5,Male,565.59,0.453,0.02
1.90683,3.13,Rat5,Male,565.59,0.453,0.02
1.91397,2.78,Rat5,Male,565.59,0.453,0.02
1.92111,1.11,Rat5,Male,565.59,0.453,0.02
1.92825,1.7,Rat5,Male,565.59,0.453,0.02
1.93539,3.22,Rat5,Male,565.59,0.453,0.02
1.94253,3.38,Rat5,Male,565.59,0.453,0.02
1.94968,3.15,Rat5,Male,565.59,0.453,0.02
1.95682,3.05,Rat5,Male,565.59,0.453,0.02
1.96396,4.16,Rat5,Male,565.59,0.453,0.02
1.9711,5.11,Rat5,Male,565.59,0.453,0.02
1.97824,3.31,Rat5,Male,565.59,0.453,0.02
1.98538,2.76,Rat5,Male,565.59,0.453,0.02
1.99253,2.66,Rat5,Male,565.59,0.453,0.02
1.99967,3.64,Rat5,Male,565.59,0.453,0.02
2.00681,3.94,Rat5,Male,565.59,0.453,0.02
2.01395,3.27,Rat5,Male,565.59,0.453,0.02
2.02109,2.91,Rat5,Male,565.59,0.453,0.02
2.02823,2.86,Rat5,Male,565.59,0.453,0.02
2.03538,4.4,Rat5,Male,565.59,0.453,0.02
2.042518056,4.25,Rat5,Male,565.59,0.453,0.02
2.049659889,4.2,Rat5,Male,565.59,0.453,0.02
2.056801722,2.75,Rat5,Male,565.59,0.453,0.02
2.063943556,2.42,Rat5,Male,565.59,0.453,0.02
2.071085389,1.86,Rat5,Male,565.59,0.453,0.02
2.078227222,1.89,Rat5,Male,565.59,0.453,0.02
2.085369056,0.38,Rat5,Male,565.59,0.453,0.02
2.092510889,2.56,Rat5,Male,565.59,0.453,0.02
2.099652722,3.88,Rat5,Male,565.59,0.453,0.02
2.106794556,2.73,Rat5,Male,565.59,0.453,0.02
2.113936389,2.71,Rat5,Male,565.59,0.453,0.02
2.121078222,3.53,Rat5,Male,565.59,0.453,0.02
2.128220056,2.06,Rat5,Male,565.59,0.453,0.02
2.135361889,1.24,Rat5,Male,565.59,0.453,0.02
2.142503722,4.74,Rat5,Male,565.59,0.453,0.02
2.149645556,2.05,Rat5,Male,565.59,0.453,0.02
2.156787389,3.94,Rat5,Male,565.59,0.453,0.02
2.163929222,2.53,Rat5,Male,565.59,0.453,0.02
2.171071056,2.54,Rat5,Male,565.59,0.453,0.02
2.178212889,3.16,Rat5,Male,565.59,0.453,0.02
0,-0.03,Rat6,Male,565.59,0.421,0.02
0.00724444,1.33,Rat6,Male,565.59,0.421,0.02
0.0144889,-1.52,Rat6,Male,565.59,0.421,0.02
0.0217333,1.14,Rat6,Male,565.59,0.421,0.02
0.0289778,-1.43,Rat6,Male,565.59,0.421,0.02
0.0362222,-3.75,Rat6,Male,565.59,0.421,0.02
0.0434667,-1.62,Rat6,Male,565.59,0.421,0.02
0.0507111,1.56,Rat6,Male,565.59,0.421,0.02
0.0579556,1.86,Rat6,Male,565.59,0.421,0.02
0.0652,14.5,Rat6,Male,565.59,0.421,0.02
0.0724444,34.6,Rat6,Male,565.59,0.421,0.02
0.0796889,54.9,Rat6,Male,565.59,0.421,0.02
0.0869333,54.1,Rat6,Male,565.59,0.421,0.02
0.0941778,52.9,Rat6,Male,565.59,0.421,0.02
0.101422,51.5,Rat6,Male,565.59,0.421,0.02
0.108667,45.9,Rat6,Male,565.59,0.421,0.02
0.115911,47.1,Rat6,Male,565.59,0.421,0.02
0.123156,46,Rat6,Male,565.59,0.421,0.02
0.1304,47.2,Rat6,Male,565.59,0.421,0.02
0.137644,41.4,Rat6,Male,565.59,0.421,0.02
0.144889,42.9,Rat6,Male,565.59,0.421,0.02
0.152133,40.6,Rat6,Male,565.59,0.421,0.02
0.159378,42.7,Rat6,Male,565.59,0.421,0.02
0.166622,40.1,Rat6,Male,565.59,0.421,0.02
0.173867,42.5,Rat6,Male,565.59,0.421,0.02
0.181111,37,Rat6,Male,565.59,0.421,0.02
0.188356,40.2,Rat6,Male,565.59,0.421,0.02
0.1956,37.1,Rat6,Male,565.59,0.421,0.02
0.202844,37.4,Rat6,Male,565.59,0.421,0.02
0.210089,38.9,Rat6,Male,565.59,0.421,0.02
0.217333,36.7,Rat6,Male,565.59,0.421,0.02
0.224578,37.6,Rat6,Male,565.59,0.421,0.02
0.231822,40.8,Rat6,Male,565.59,0.421,0.02
0.239067,36.5,Rat6,Male,565.59,0.421,0.02
0.246311,39.7,Rat6,Male,565.59,0.421,0.02
0.253556,37.7,Rat6,Male,565.59,0.421,0.02
0.2608,38.1,Rat6,Male,565.59,0.421,0.02
0.268044,37.5,Rat6,Male,565.59,0.421,0.02
0.275289,37.3,Rat6,Male,565.59,0.421,0.02
0.282533,37.1,Rat6,Male,565.59,0.421,0.02
0.289778,37.1,Rat6,Male,565.59,0.421,0.02
0.297022,38,Rat6,Male,565.59,0.421,0.02
0.304267,36.6,Rat6,Male,565.59,0.421,0.02
0.311511,36.1,Rat6,Male,565.59,0.421,0.02
0.318756,37.3,Rat6,Male,565.59,0.421,0.02
0.326,34.4,Rat6,Male,565.59,0.421,0.02
0.333244,37.1,Rat6,Male,565.59,0.421,0.02
0.340489,36.2,Rat6,Male,565.59,0.421,0.02
0.347733,38.6,Rat6,Male,565.59,0.421,0.02
0.354978,36.3,Rat6,Male,565.59,0.421,0.02
0.362222,37.2,Rat6,Male,565.59,0.421,0.02
0.369467,33.8,Rat6,Male,565.59,0.421,0.02
0.376711,35.6,Rat6,Male,565.59,0.421,0.02
0.383956,34.8,Rat6,Male,565.59,0.421,0.02
0.3912,34,Rat6,Male,565.59,0.421,0.02
0.398444,33.2,Rat6,Male,565.59,0.421,0.02
0.405689,32.9,Rat6,Male,565.59,0.421,0.02
0.412933,33.5,Rat6,Male,565.59,0.421,0.02
0.420178,32.7,Rat6,Male,565.59,0.421,0.02
0.427422,32.5,Rat6,Male,565.59,0.421,0.02
0.434667,32.2,Rat6,Male,565.59,0.421,0.02
0.441911,31.1,Rat6,Male,565.59,0.421,0.02
0.449156,28.9,Rat6,Male,565.59,0.421,0.02
0.4564,30.9,Rat6,Male,565.59,0.421,0.02
0.463644,30.7,Rat6,Male,565.59,0.421,0.02
0.470889,30.4,Rat6,Male,565.59,0.421,0.02
0.478133,31.9,Rat6,Male,565.59,0.421,0.02
0.485378,27.4,Rat6,Male,565.59,0.421,0.02
0.492622,29.4,Rat6,Male,565.59,0.421,0.02
0.499867,30.1,Rat6,Male,565.59,0.421,0.02
0.507111,29,Rat6,Male,565.59,0.421,0.02
0.514356,30.4,Rat6,Male,565.59,0.421,0.02
0.5216,29.6,Rat6,Male,565.59,0.421,0.02
0.528844,28.5,Rat6,Male,565.59,0.421,0.02
0.536089,30.5,Rat6,Male,565.59,0.421,0.02
0.543333,29.7,Rat6,Male,565.59,0.421,0.02
0.550578,30.1,Rat6,Male,565.59,0.421,0.02
0.557822,29,Rat6,Male,565.59,0.421,0.02
0.565067,25.6,Rat6,Male,565.59,0.421,0.02
0.572311,26,Rat6,Male,565.59,0.421,0.02
0.579556,27.1,Rat6,Male,565.59,0.421,0.02
0.5868,28.6,Rat6,Male,565.59,0.421,0.02
0.594044,25.8,Rat6,Male,565.59,0.421,0.02
0.601289,27.3,Rat6,Male,565.59,0.421,0.02
0.608533,25.3,Rat6,Male,565.59,0.421,0.02
0.615778,25.4,Rat6,Male,565.59,0.421,0.02
0.623022,27.1,Rat6,Male,565.59,0.421,0.02
0.630267,26,Rat6,Male,565.59,0.421,0.02
0.637511,22.1,Rat6,Male,565.59,0.421,0.02
0.644756,23,Rat6,Male,565.59,0.421,0.02
0.652,24.7,Rat6,Male,565.59,0.421,0.02
0.659244,20.9,Rat6,Male,565.59,0.421,0.02
0,-11.5,Rat7,Male,565.59,0.397,0.02
0.00512778,-15.2,Rat7,Male,565.59,0.397,0.02
0.0102556,-13.6,Rat7,Male,565.59,0.397,0.02
0.0153833,-13.6,Rat7,Male,565.59,0.397,0.02
0.0205111,-12.9,Rat7,Male,565.59,0.397,0.02
0.0256389,-9.42,Rat7,Male,565.59,0.397,0.02
0.0307667,-2.95,Rat7,Male,565.59,0.397,0.02
0.0358944,0.07,Rat7,Male,565.59,0.397,0.02
0.0410222,-7.54,Rat7,Male,565.59,0.397,0.02
0.04615,-6.75,Rat7,Male,565.59,0.397,0.02
0.0512778,-6.75,Rat7,Male,565.59,0.397,0.02
0.0564056,-7.05,Rat7,Male,565.59,0.397,0.02
0.0615333,-7.85,Rat7,Male,565.59,0.397,0.02
0.0666611,-5.47,Rat7,Male,565.59,0.397,0.02
0.0717889,-4.67,Rat7,Male,565.59,0.397,0.02
0.0769167,-1.66,Rat7,Male,565.59,0.397,0.02
0.0820444,2.69,Rat7,Male,565.59,0.397,0.02
0.0871722,3,Rat7,Male,565.59,0.397,0.02
0.0923,0.76,Rat7,Male,565.59,0.397,0.02
0.0974278,-3.57,Rat7,Male,565.59,0.397,0.02
0.102556,-3.57,Rat7,Male,565.59,0.397,0.02
0.107683,0.76,Rat7,Male,565.59,0.397,0.02
0.112811,-0.85,Rat7,Male,565.59,0.397,0.02
0.117939,6.27,Rat7,Male,565.59,0.397,0.02
0.123067,6.58,Rat7,Male,565.59,0.397,0.02
0.128194,11.9,Rat7,Male,565.59,0.397,0.02
0.133322,20.4,Rat7,Male,565.59,0.397,0.02
0.13845,23.6,Rat7,Male,565.59,0.397,0.02
0.143578,25.6,Rat7,Male,565.59,0.397,0.02
0.148706,23.9,Rat7,Male,565.59,0.397,0.02
0.153833,25.6,Rat7,Male,565.59,0.397,0.02
0.158961,21,Rat7,Male,565.59,0.397,0.02
0.164089,18.5,Rat7,Male,565.59,0.397,0.02
0.169217,20.2,Rat7,Male,565.59,0.397,0.02
0.174344,20.2,Rat7,Male,565.59,0.397,0.02
0.179472,20.2,Rat7,Male,565.59,0.397,0.02
0.1846,21.9,Rat7,Male,565.59,0.397,0.02
0.189728,21,Rat7,Male,565.59,0.397,0.02
0.194856,21,Rat7,Male,565.59,0.397,0.02
0.199983,18.5,Rat7,Male,565.59,0.397,0.02
0.205111,18.5,Rat7,Male,565.59,0.397,0.02
0.210239,19,Rat7,Male,565.59,0.397,0.02
0.215367,18.2,Rat7,Male,565.59,0.397,0.02
0.220494,19,Rat7,Male,565.59,0.397,0.02
0.225622,19,Rat7,Male,565.59,0.397,0.02
0.23075,18.2,Rat7,Male,565.59,0.397,0.02
0.235878,18.2,Rat7,Male,565.59,0.397,0.02
0.241006,17,Rat7,Male,565.59,0.397,0.02
0.246133,17,Rat7,Male,565.59,0.397,0.02
0.251261,18.7,Rat7,Male,565.59,0.397,0.02
0.256389,18.7,Rat7,Male,565.59,0.397,0.02
0.261517,20.7,Rat7,Male,565.59,0.397,0.02
0.266644,19.5,Rat7,Male,565.59,0.397,0.02
0.271772,19.5,Rat7,Male,565.59,0.397,0.02
0.2769,18.7,Rat7,Male,565.59,0.397,0.02
0.282028,17.8,Rat7,Male,565.59,0.397,0.02
0.287156,16.7,Rat7,Male,565.59,0.397,0.02
0.292283,19.5,Rat7,Male,565.59,0.397,0.02
0.297411,16.7,Rat7,Male,565.59,0.397,0.02
0.302539,15.8,Rat7,Male,565.59,0.397,0.02
0.307667,16.7,Rat7,Male,565.59,0.397,0.02
0.312794,16.7,Rat7,Male,565.59,0.397,0.02
0.317922,17.5,Rat7,Male,565.59,0.397,0.02
0.32305,16.4,Rat7,Male,565.59,0.397,0.02
0.328178,17.5,Rat7,Male,565.59,0.397,0.02
0.333306,15.5,Rat7,Male,565.59,0.397,0.02
0.338433,15.5,Rat7,Male,565.59,0.397,0.02
0.343561,16.4,Rat7,Male,565.59,0.397,0.02
0.348689,16.4,Rat7,Male,565.59,0.397,0.02
0.353817,16.4,Rat7,Male,565.59,0.397,0.02
0.358944,17.2,Rat7,Male,565.59,0.397,0.02
0.364072,17.2,Rat7,Male,565.59,0.397,0.02
0.3692,17.2,Rat7,Male,565.59,0.397,0.02
0.374328,15.2,Rat7,Male,565.59,0.397,0.02
0.379456,14.4,Rat7,Male,565.59,0.397,0.02
0.384583,16.9,Rat7,Male,565.59,0.397,0.02
0.389711,16,Rat7,Male,565.59,0.397,0.02
0.394839,16,Rat7,Male,565.59,0.397,0.02
0.399967,16,Rat7,Male,565.59,0.397,0.02
0.405094,16,Rat7,Male,565.59,0.397,0.02
0.410222,16,Rat7,Male,565.59,0.397,0.02
0.41535,14,Rat7,Male,565.59,0.397,0.02
0.420478,15.7,Rat7,Male,565.59,0.397,0.02
0.425606,15.7,Rat7,Male,565.59,0.397,0.02
0.430733,14,Rat7,Male,565.59,0.397,0.02
0.435861,15.7,Rat7,Male,565.59,0.397,0.02
0.440989,16.6,Rat7,Male,565.59,0.397,0.02
0.446117,16.6,Rat7,Male,565.59,0.397,0.02
0.451244,16.6,Rat7,Male,565.59,0.397,0.02
0.456372,17.4,Rat7,Male,565.59,0.397,0.02
0.4615,18.2,Rat7,Male,565.59,0.397,0.02
0,24.5,Rat8,Male,565.59,0.475,0.02
0.00715278,25.2,Rat8,Male,565.59,0.475,0.02
0.0143056,19.2,Rat8,Male,565.59,0.475,0.02
0.0214583,23.2,Rat8,Male,565.59,0.475,0.02
0.0286111,20.1,Rat8,Male,565.59,0.475,0.02
0.0357639,27.8,Rat8,Male,565.59,0.475,0.02
0.0429167,43.3,Rat8,Male,565.59,0.475,0.02
0.0500694,56,Rat8,Male,565.59,0.475,0.02
0.0572222,68.4,Rat8,Male,565.59,0.475,0.02
0.064375,68.6,Rat8,Male,565.59,0.475,0.02
0.0715278,64.3,Rat8,Male,565.59,0.475,0.02
0.0786806,60.4,Rat8,Male,565.59,0.475,0.02
0.0858333,56.2,Rat8,Male,565.59,0.475,0.02
0.0929861,53.8,Rat8,Male,565.59,0.475,0.02
0.100139,50.7,Rat8,Male,565.59,0.475,0.02
0.107292,50.7,Rat8,Male,565.59,0.475,0.02
0.114444,46.7,Rat8,Male,565.59,0.475,0.02
0.121597,42.9,Rat8,Male,565.59,0.475,0.02
0.12875,40.3,Rat8,Male,565.59,0.475,0.02
0.135903,43.9,Rat8,Male,565.59,0.475,0.02
0.143056,43.1,Rat8,Male,565.59,0.475,0.02
0.150208,38.2,Rat8,Male,565.59,0.475,0.02
0.157361,36,Rat8,Male,565.59,0.475,0.02
0.164514,36.8,Rat8,Male,565.59,0.475,0.02
0.171667,38.6,Rat8,Male,565.59,0.475,0.02
0.178819,34.7,Rat8,Male,565.59,0.475,0.02
0.185972,34.1,Rat8,Male,565.59,0.475,0.02
0.193125,34,Rat8,Male,565.59,0.475,0.02
0.200278,34.2,Rat8,Male,565.59,0.475,0.02
0.207431,29.5,Rat8,Male,565.59,0.475,0.02
0.214583,29.5,Rat8,Male,565.59,0.475,0.02
0.221736,31.1,Rat8,Male,565.59,0.475,0.02
0.228889,32.1,Rat8,Male,565.59,0.475,0.02
0.236042,32.9,Rat8,Male,565.59,0.475,0.02
0.243194,34.5,Rat8,Male,565.59,0.475,0.02
0.250347,33.7,Rat8,Male,565.59,0.475,0.02
0.2575,31.4,Rat8,Male,565.59,0.475,0.02
0.264653,32.2,Rat8,Male,565.59,0.475,0.02
0.271806,33,Rat8,Male,565.59,0.475,0.02
0.278958,29.7,Rat8,Male,565.59,0.475,0.02
0.286111,29.7,Rat8,Male,565.59,0.475,0.02
0.293264,29.9,Rat8,Male,565.59,0.475,0.02
0.300417,29,Rat8,Male,565.59,0.475,0.02
0.307569,30,Rat8,Male,565.59,0.475,0.02
0.314722,33.3,Rat8,Male,565.59,0.475,0.02
0.321875,31,Rat8,Male,565.59,0.475,0.02
0.329028,30.8,Rat8,Male,565.59,0.475,0.02
0.336181,29.5,Rat8,Male,565.59,0.475,0.02
0.343333,29.5,Rat8,Male,565.59,0.475,0.02
0.350486,27,Rat8,Male,565.59,0.475,0.02
0.357639,29.5,Rat8,Male,565.59,0.475,0.02
0.364792,29.5,Rat8,Male,565.59,0.475,0.02
0.371944,28,Rat8,Male,565.59,0.475,0.02
0.379097,28,Rat8,Male,565.59,0.475,0.02
0.38625,27.3,Rat8,Male,565.59,0.475,0.02
0.393403,28.9,Rat8,Male,565.59,0.475,0.02
0.400556,28.9,Rat8,Male,565.59,0.475,0.02
0.407708,28.9,Rat8,Male,565.59,0.475,0.02
0.414861,27.4,Rat8,Male,565.59,0.475,0.02
0.422014,27.4,Rat8,Male,565.59,0.475,0.02
0.429167,25.1,Rat8,Male,565.59,0.475,0.02
0.436319,28.2,Rat8,Male,565.59,0.475,0.02
0.443472,26.7,Rat8,Male,565.59,0.475,0.02
0.450625,28.3,Rat8,Male,565.59,0.475,0.02
0.457778,30,Rat8,Male,565.59,0.475,0.02
0.464931,26,Rat8,Male,565.59,0.475,0.02
0.472083,29.3,Rat8,Male,565.59,0.475,0.02
0.479236,28.5,Rat8,Male,565.59,0.475,0.02
0.486389,27.6,Rat8,Male,565.59,0.475,0.02
0.493542,28.6,Rat8,Male,565.59,0.475,0.02
0.500694,27,Rat8,Male,565.59,0.475,0.02
0.507847,27.1,Rat8,Male,565.59,0.475,0.02
0.515,27.3,Rat8,Male,565.59,0.475,0.02
0.522153,24.1,Rat8,Male,565.59,0.475,0.02
0.529306,24.1,Rat8,Male,565.59,0.475,0.02
0.536458,22.6,Rat8,Male,565.59,0.475,0.02
0.543611,25.6,Rat8,Male,565.59,0.475,0.02
0.550764,25.1,Rat8,Male,565.59,0.475,0.02
0.557917,24.3,Rat8,Male,565.59,0.475,0.02
0.565069,22.8,Rat8,Male,565.59,0.475,0.02
0.572222,23.6,Rat8,Male,565.59,0.475,0.02
0.579375,24.4,Rat8,Male,565.59,0.475,0.02
0.586528,24.4,Rat8,Male,565.59,0.475,0.02
0.593681,25.4,Rat8,Male,565.59,0.475,0.02
0.600833,25.4,Rat8,Male,565.59,0.475,0.02
0.607986,23.7,Rat8,Male,565.59,0.475,0.02
0.615139,25.3,Rat8,Male,565.59,0.475,0.02
0.622292,26.2,Rat8,Male,565.59,0.475,0.02
0.629444,22.4,Rat8,Male,565.59,0.475,0.02
0.636597,24.7,Rat8,Male,565.59,0.475,0.02
0.64375,23.2,Rat8,Male,565.59,0.475,0.02
0.650903,24.9,Rat8,Male,565.59,0.475,0.02
0.658056,23.4,Rat8,Male,565.59,0.475,0.02
0.665208,24.1,Rat8,Male,565.59,0.475,0.02
0.672361,22.7,Rat8,Male,565.59,0.475,0.02
0.679514,21.1,Rat8,Male,565.59,0.475,0.02
0.686667,22,Rat8,Male,565.59,0.475,0.02
0.693819,22.8,Rat8,Male,565.59,0.475,0.02
0.700972,22.8,Rat8,Male,565.59,0.475,0.02
0.708125,24.4,Rat8,Male,565.59,0.475,0.02
0.715278,21.3,Rat8,Male,565.59,0.475,0.02
0.722431,22.9,Rat8,Male,565.59,0.475,0.02
0.729583,25.3,Rat8,Male,565.59,0.475,0.02
0.736736,24.6,Rat8,Male,565.59,0.475,0.02
0.743889,21.6,Rat8,Male,565.59,0.475,0.02
0.751042,20.1,Rat8,Male,565.59,0.475,0.02
0.758194,21.6,Rat8,Male,565.59,0.475,0.02
0.765347,24.9,Rat8,Male,565.59,0.475,0.02
0.7725,22.6,Rat8,Male,565.59,0.475,0.02
0.779653,21.9,Rat8,Male,565.59,0.475,0.02
0.786806,20.4,Rat8,Male,565.59,0.475,0.02
0.793958,18.9,Rat8,Male,565.59,0.475,0.02
0.801111,22.1,Rat8,Male,565.59,0.475,0.02
0.808264,22,Rat8,Male,565.59,0.475,0.02
0.815417,20.6,Rat8,Male,565.59,0.475,0.02
0.822569,22.2,Rat8,Male,565.59,0.475,0.02
0.829722,19.8,Rat8,Male,565.59,0.475,0.02
0.836875,20.7,Rat8,Male,565.59,0.475,0.02
0.844028,20,Rat8,Male,565.59,0.475,0.02
0.851181,23,Rat8,Male,565.59,0.475,0.02
0.858333,21.7,Rat8,Male,565.59,0.475,0.02
0.865486,21.7,Rat8,Male,565.59,0.475,0.02
0.872639,21,Rat8,Male,565.59,0.475,0.02
0.879792,22.7,Rat8,Male,565.59,0.475,0.02
0.886944,18.8,Rat8,Male,565.59,0.475,0.02
0.894097,19.5,Rat8,Male,565.59,0.475,0.02
0.90125,20.5,Rat8,Male,565.59,0.475,0.02
0.908403,19.7,Rat8,Male,565.59,0.475,0.02
0.915556,21.3,Rat8,Male,565.59,0.475,0.02
0.922708,22.8,Rat8,Male,565.59,0.475,0.02
0.929861,21.5,Rat8,Male,565.59,0.475,0.02
0.937014,20.6,Rat8,Male,565.59,0.475,0.02
0.944167,20.8,Rat8,Male,565.59,0.475,0.02
0.951319,17.6,Rat8,Male,565.59,0.475,0.02
0.958472,20.8,Rat8,Male,565.59,0.475,0.02
0.965625,20.8,Rat8,Male,565.59,0.475,0.02
0.972778,18.6,Rat8,Male,565.59,0.475,0.02
0.979931,21,Rat8,Male,565.59,0.475,0.02
0.987083,20.3,Rat8,Male,565.59,0.475,0.02
0.994236,18.8,Rat8,Male,565.59,0.475,0.02
1.00139,18.1,Rat8,Male,565.59,0.475,0.02
1.00854,18.1,Rat8,Male,565.59,0.475,0.02
1.01569,22.8,Rat8,Male,565.59,0.475,0.02
1.02285,21.3,Rat8,Male,565.59,0.475,0.02
1.03,18.9,Rat8,Male,565.59,0.475,0.02
1.03715,16,Rat8,Male,565.59,0.475,0.02
1.04431,19.2,Rat8,Male,565.59,0.475,0.02
1.05146,17.7,Rat8,Male,565.59,0.475,0.02
1.05861,17.7,Rat8,Male,565.59,0.475,0.02
1.06576,17,Rat8,Male,565.59,0.475,0.02
1.07292,19.4,Rat8,Male,565.59,0.475,0.02
1.08007,18.7,Rat8,Male,565.59,0.475,0.02
1.08722,18.7,Rat8,Male,565.59,0.475,0.02
1.09438,18.7,Rat8,Male,565.59,0.475,0.02
1.10153,19.7,Rat8,Male,565.59,0.475,0.02
1.10868,18.2,Rat8,Male,565.59,0.475,0.02
1.11583,18.9,Rat8,Male,565.59,0.475,0.02
1.12299,18.2,Rat8,Male,565.59,0.475,0.02
1.13014,17.5,Rat8,Male,565.59,0.475,0.02
1.13729,15.3,Rat8,Male,565.59,0.475,0.02
1.14444,19.2,Rat8,Male,565.59,0.475,0.02
1.1516,18.5,Rat8,Male,565.59,0.475,0.02
1.15875,17.7,Rat8,Male,565.59,0.475,0.02
1.1659,17,Rat8,Male,565.59,0.475,0.02
1.17306,16.5,Rat8,Male,565.59,0.475,0.02
1.18021,15.7,Rat8,Male,565.59,0.475,0.02
1.18736,18,Rat8,Male,565.59,0.475,0.02
1.19451,16,Rat8,Male,565.59,0.475,0.02
1.20167,14.3,Rat8,Male,565.59,0.475,0.02
1.20882,15.1,Rat8,Male,565.59,0.475,0.02
1.21597,15.1,Rat8,Male,565.59,0.475,0.02
1.22313,17.5,Rat8,Male,565.59,0.475,0.02
1.23028,15.3,Rat8,Male,565.59,0.475,0.02
1.23743,16.1,Rat8,Male,565.59,0.475,0.02
1.24458,16.1,Rat8,Male,565.59,0.475,0.02
1.25174,15.4,Rat8,Male,565.59,0.475,0.02
1.25889,15.4,Rat8,Male,565.59,0.475,0.02
1.26604,14.8,Rat8,Male,565.59,0.475,0.02
1.27319,14.9,Rat8,Male,565.59,0.475,0.02
1.28035,14.9,Rat8,Male,565.59,0.475,0.02
1.2875,14.2,Rat8,Male,565.59,0.475,0.02
1.29465,14.4,Rat8,Male,565.59,0.475,0.02
1.30181,15.1,Rat8,Male,565.59,0.475,0.02
1.30896,13.7,Rat8,Male,565.59,0.475,0.02
1.31611,15.2,Rat8,Male,565.59,0.475,0.02
1.32326,14.4,Rat8,Male,565.59,0.475,0.02
1.33042,15.9,Rat8,Male,565.59,0.475,0.02
1.33757,15.4,Rat8,Male,565.59,0.475,0.02
1.34472,15.4,Rat8,Male,565.59,0.475,0.02
1.35187,14,Rat8,Male,565.59,0.475,0.02
1.35903,14.7,Rat8,Male,565.59,0.475,0.02
1.36618,12,Rat8,Male,565.59,0.475,0.02
1.37333,13.3,Rat8,Male,565.59,0.475,0.02
1.38049,14.2,Rat8,Male,565.59,0.475,0.02
