Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
0.103678,57.2,Rat1,Male,565.59,0.43,0.02
0.111083,55,Rat1,Male,565.59,0.43,0.02
0.118489,46.5,Rat1,Male,565.59,0.43,0.02
0.125894,48.6,Rat1,Male,565.59,0.43,0.02
0.1333,45.4,Rat1,Male,565.59,0.43,0.02
0.140706,52.8,Rat1,Male,565.59,0.43,0.02
0.148111,41.3,Rat1,Male,565.59,0.43,0.02
0.155517,47.5,Rat1,Male,565.59,0.43,0.02
0.162922,43.3,Rat1,Male,565.59,0.43,0.02
0.170328,45.4,Rat1,Male,565.59,0.43,0.02
0.177733,39.2,Rat1,Male,565.59,0.43,0.02
0.185139,34.2,Rat1,Male,565.59,0.43,0.02
0.192544,31.3,Rat1,Male,565.59,0.43,0.02
0.19995,41.3,Rat1,Male,565.59,0.43,0.02
0.207356,42.3,Rat1,Male,565.59,0.43,0.02
0.214761,34.2,Rat1,Male,565.59,0.43,0.02
0.222167,33.2,Rat1,Male,565.59,0.43,0.02
0.229572,40.3,Rat1,Male,565.59,0.43,0.02
0.236978,38.2,Rat1,Male,565.59,0.43,0.02
0.244383,33.2,Rat1,Male,565.59,0.43,0.02
0.251789,34.2,Rat1,Male,565.59,0.43,0.02
0.259194,39.2,Rat1,Male,565.59,0.43,0.02
0.2666,31.3,Rat1,Male,565.59,0.43,0.02
0.274006,29.3,Rat1,Male,565.59,0.43,0.02
0.281411,33.2,Rat1,Male,565.59,0.43,0.02
0.288817,30.3,Rat1,Male,565.59,0.43,0.02
0.296222,33.2,Rat1,Male,565.59,0.43,0.02
0.303628,29.3,Rat1,Male,565.59,0.43,0.02
0.311033,27.4,Rat1,Male,565.59,0.43,0.02
0.318439,34.2,Rat1,Male,565.59,0.43,0.02
0.325844,29.3,Rat1,Male,565.59,0.43,0.02
0.33325,33.2,Rat1,Male,565.59,0.43,0.02
0.340656,30.3,Rat1,Male,565.59,0.43,0.02
0.348061,30.3,Rat1,Male,565.59,0.43,0.02
0.355467,29.3,Rat1,Male,565.59,0.43,0.02
0.362872,31.3,Rat1,Male,565.59,0.43,0.02
0.370278,30.3,Rat1,Male,565.59,0.43,0.02
0.377683,27.4,Rat1,Male,565.59,0.43,0.02
0.385089,29.3,Rat1,Male,565.59,0.43,0.02
0.392494,30.3,Rat1,Male,565.59,0.43,0.02
0.3999,32.2,Rat1,Male,565.59,0.43,0.02
0.407306,31.3,Rat1,Male,565.59,0.43,0.02
0.414711,29.3,Rat1,Male,565.59,0.43,0.02
0.422117,28.3,Rat1,Male,565.59,0.43,0.02
0.429522,32.2,Rat1,Male,565.59,0.43,0.02
0.436928,25.4,Rat1,Male,565.59,0.43,0.02
0.444333,24.5,Rat1,Male,565.59,0.43,0.02
0.451739,30.3,Rat1,Male,565.59,0.43,0.02
0.459144,28.3,Rat1,Male,565.59,0.43,0.02
0.46655,26.4,Rat1,Male,565.59,0.43,0.02
0.473956,30.3,Rat1,Male,565.59,0.43,0.02
0.481361,21.6,Rat1,Male,565.59,0.43,0.02
0.488767,25.4,Rat1,Male,565.59,0.43,0.02
0.496172,24.5,Rat1,Male,565.59,0.43,0.02
0.503578,24.5,Rat1,Male,565.59,0.43,0.02
0.510983,24.5,Rat1,Male,565.59,0.43,0.02
0.518389,27.4,Rat1,Male,565.59,0.43,0.02
0.525794,22.6,Rat1,Male,565.59,0.43,0.02
0.5332,25.4,Rat1,Male,565.59,0.43,0.02
0.540606,26.4,Rat1,Male,565.59,0.43,0.02
0.548011,25.4,Rat1,Male,565.59,0.43,0.02
0.555417,26.4,Rat1,Male,565.59,0.43,0.02
0.562822,31.3,Rat1,Male,565.59,0.43,0.02
0.570228,25.4,Rat1,Male,565.59,0.43,0.02
0.577633,21.6,Rat1,Male,565.59,0.43,0.02
0.585039,26.4,Rat1,Male,565.59,0.43,0.02
0.592444,26.4,Rat1,Male,565.59,0.43,0.02
0.59985,25.4,Rat1,Male,565.59,0.43,0.02
0.607256,20.7,Rat1,Male,565.59,0.43,0.02
0.614661,20.7,Rat1,Male,565.59,0.43,0.02
0.622067,23.5,Rat1,Male,565.59,0.43,0.02
0.629472,25.4,Rat1,Male,565.59,0.43,0.02
0.636878,30.3,Rat1,Male,565.59,0.43,0.02
0.644283,22.6,Rat1,Male,565.59,0.43,0.02
0.651689,23.5,Rat1,Male,565.59,0.43,0.02
0.659094,20.7,Rat1,Male,565.59,0.43,0.02
0.6665,17.9,Rat1,Male,565.59,0.43,0.02
0.673906,19.8,Rat1,Male,565.59,0.43,0.02
0.681311,24.5,Rat1,Male,565.59,0.43,0.02
0.688717,18.8,Rat1,Male,565.59,0.43,0.02
0.696122,23.5,Rat1,Male,565.59,0.43,0.02
0.703528,21.6,Rat1,Male,565.59,0.43,0.02
0.710933,19.8,Rat1,Male,565.59,0.43,0.02
0.718339,18.8,Rat1,Male,565.59,0.43,0.02
0.725744,18.8,Rat1,Male,565.59,0.43,0.02
0.73315,23.5,Rat1,Male,565.59,0.43,0.02
0.740556,23.5,Rat1,Male,565.59,0.43,0.02
0.747961,25.4,Rat1,Male,565.59,0.43,0.02
0.755367,19.8,Rat1,Male,565.59,0.43,0.02
0.762772,25.4,Rat1,Male,565.59,0.43,0.02
0.770178,14.2,Rat1,Male,565.59,0.43,0.02
0.777583,22.6,Rat1,Male,565.59,0.43,0.02
0.784989,19.8,Rat1,Male,565.59,0.43,0.02
0.792394,22.6,Rat1,Male,565.59,0.43,0.02
0.7998,17,Rat1,Male,565.59,0.43,0.02
0.807206,17,Rat1,Male,565.59,0.43,0.02
0.814611,17,Rat1,Male,565.59,0.43,0.02
0.822017,19.8,Rat1,Male,565.59,0.43,0.02
0.829422,19.8,Rat1,Male,565.59,0.43,0.02
0.836828,16.1,Rat1,Male,565.59,0.43,0.02
0.844233,21.6,Rat1,Male,565.59,0.43,0.02
0.851639,18.8,Rat1,Male,565.59,0.43,0.02
0.859044,17,Rat1,Male,565.59,0.43,0.02
0.86645,18.8,Rat1,Male,565.59,0.43,0.02
0.873856,16.1,Rat1,Male,565.59,0.43,0.02
0.881261,17,Rat1,Male,565.59,0.43,0.02
0.888667,16.1,Rat1,Male,565.59,0.43,0.02
0.896072,17.9,Rat1,Male,565.59,0.43,0.02
0.903478,20.7,Rat1,Male,565.59,0.43,0.02
0.910883,17,Rat1,Male,565.59,0.43,0.02
0.918289,21.6,Rat1,Male,565.59,0.43,0.02
0.925694,17,Rat1,Male,565.59,0.43,0.02
0.9331,19.8,Rat1,Male,565.59,0.43,0.02
0.940506,17,Rat1,Male,565.59,0.43,0.02
0.947911,17.9,Rat1,Male,565.59,0.43,0.02
0.955317,24.5,Rat1,Male,565.59,0.43,0.02
0.962722,17.9,Rat1,Male,565.59,0.43,0.02
0.970128,20.7,Rat1,Male,565.59,0.43,0.02
0.977533,20.7,Rat1,Male,565.59,0.43,0.02
0.984939,24.5,Rat1,Male,565.59,0.43,0.02
0.992344,18.8,Rat1,Male,565.59,0.43,0.02
0.99975,19.8,Rat1,Male,565.59,0.43,0.02
1.00716,21.6,Rat1,Male,565.59,0.43,0.02
1.01456,18.8,Rat1,Male,565.59,0.43,0.02
1.02197,17.9,Rat1,Male,565.59,0.43,0.02
1.02937,19.8,Rat1,Male,565.59,0.43,0.02
1.03678,17,Rat1,Male,565.59,0.43,0.02
1.04418,17.9,Rat1,Male,565.59,0.43,0.02
1.05159,8.85,Rat1,Male,565.59,0.43,0.02
1.05899,13.3,Rat1,Male,565.59,0.43,0.02
1.0664,21.6,Rat1,Male,565.59,0.43,0.02
1.07381,17.9,Rat1,Male,565.59,0.43,0.02
1.08121,19.8,Rat1,Male,565.59,0.43,0.02
1.08862,18.8,Rat1,Male,565.59,0.43,0.02
1.09602,27.4,Rat1,Male,565.59,0.43,0.02
1.10343,15.2,Rat1,Male,565.59,0.43,0.02
1.11083,19.8,Rat1,Male,565.59,0.43,0.02
1.11824,17,Rat1,Male,565.59,0.43,0.02
1.12564,16.1,Rat1,Male,565.59,0.43,0.02
1.13305,20.7,Rat1,Male,565.59,0.43,0.02
1.14046,13.3,Rat1,Male,565.59,0.43,0.02
1.14786,16.1,Rat1,Male,565.59,0.43,0.02
1.15527,16.1,Rat1,Male,565.59,0.43,0.02
1.16267,17.9,Rat1,Male,565.59,0.43,0.02
1.17008,15.2,Rat1,Male,565.59,0.43,0.02
1.17748,10.6,Rat1,Male,565.59,0.43,0.02
1.18489,16.1,Rat1,Male,565.59,0.43,0.02
1.19229,13.3,Rat1,Male,565.59,0.43,0.02
1.1997,16.1,Rat1,Male,565.59,0.43,0.02
1.20711,14.2,Rat1,Male,565.59,0.43,0.02
1.21451,14.2,Rat1,Male,565.59,0.43,0.02
1.22192,13.3,Rat1,Male,565.59,0.43,0.02
1.22932,22.6,Rat1,Male,565.59,0.43,0.02
1.23673,17,Rat1,Male,565.59,0.43,0.02
1.24413,19.8,Rat1,Male,565.59,0.43,0.02
1.25154,17,Rat1,Male,565.59,0.43,0.02
1.25894,11.5,Rat1,Male,565.59,0.43,0.02
1.26635,8.85,Rat1,Male,565.59,0.43,0.02
1.27376,13.3,Rat1,Male,565.59,0.43,0.02
1.28116,13.3,Rat1,Male,565.59,0.43,0.02
1.28857,14.2,Rat1,Male,565.59,0.43,0.02
1.29597,24.5,Rat1,Male,565.59,0.43,0.02
1.30338,14.2,Rat1,Male,565.59,0.43,0.02
1.31078,13.3,Rat1,Male,565.59,0.43,0.02
1.31819,13.3,Rat1,Male,565.59,0.43,0.02
1.32559,17,Rat1,Male,565.59,0.43,0.02
1.333,12.4,Rat1,Male,565.59,0.43,0.02
1.34041,10.6,Rat1,Male,565.59,0.43,0.02
1.34781,17,Rat1,Male,565.59,0.43,0.02
1.35522,16.1,Rat1,Male,565.59,0.43,0.02
1.36262,9.74,Rat1,Male,565.59,0.43,0.02
1.37003,14.2,Rat1,Male,565.59,0.43,0.02
1.37743,16.1,Rat1,Male,565.59,0.43,0.02
1.38484,17,Rat1,Male,565.59,0.43,0.02
1.39224,12.4,Rat1,Male,565.59,0.43,0.02
1.39965,12.4,Rat1,Male,565.59,0.43,0.02
1.40706,17.9,Rat1,Male,565.59,0.43,0.02
1.41446,11.5,Rat1,Male,565.59,0.43,0.02
1.42187,14.2,Rat1,Male,565.59,0.43,0.02
1.42927,17,Rat1,Male,565.59,0.43,0.02
1.43668,10.6,Rat1,Male,565.59,0.43,0.02
1.44408,15.2,Rat1,Male,565.59,0.43,0.02
1.45149,12.4,Rat1,Male,565.59,0.43,0.02
1.45889,12.4,Rat1,Male,565.59,0.43,0.02
1.4663,12.4,Rat1,Male,565.59,0.43,0.02
1.47371,12.4,Rat1,Male,565.59,0.43,0.02
1.48111,10.6,Rat1,Male,565.59,0.43,0.02
1.48852,9.74,Rat1,Male,565.59,0.43,0.02
1.49592,10.6,Rat1,Male,565.59,0.43,0.02
1.50333,12.4,Rat1,Male,565.59,0.43,0.02
1.51073,14.2,Rat1,Male,565.59,0.43,0.02
1.51814,7.96,Rat1,Male,565.59,0.43,0.02
1.52554,14.2,Rat1,Male,565.59,0.43,0.02
1.53295,6.2,Rat1,Male,565.59,0.43,0.02
1.54036,11.5,Rat1,Male,565.59,0.43,0.02
1.54776,13.3,Rat1,Male,565.59,0.43,0.02
1.55517,10.6,Rat1,Male,565.59,0.43,0.02
1.56257,7.08,Rat1,Male,565.59,0.43,0.02
1.56998,10.6,Rat1,Male,565.59,0.43,0.02
1.57738,9.74,Rat1,Male,565.59,0.43,0.02
1.58479,7.08,Rat1,Male,565.59,0.43,0.02
1.59219,17,Rat1,Male,565.59,0.43,0.02
1.5996,10.6,Rat1,Male,565.59,0.43,0.02
1.60701,8.85,Rat1,Male,565.59,0.43,0.02
1.61441,10.6,Rat1,Male,565.59,0.43,0.02
1.62182,11.5,Rat1,Male,565.59,0.43,0.02
1.62922,12.4,Rat1,Male,565.59,0.43,0.02
1.63663,9.74,Rat1,Male,565.59,0.43,0.02
1.64403,13.3,Rat1,Male,565.59,0.43,0.02
1.65144,11.5,Rat1,Male,565.59,0.43,0.02
1.65884,12.4,Rat1,Male,565.59,0.43,0.02
1.66625,12.4,Rat1,Male,565.59,0.43,0.02
1.67366,10.6,Rat1,Male,565.59,0.43,0.02
1.68106,10.6,Rat1,Male,565.59,0.43,0.02
1.68847,7.08,Rat1,Male,565.59,0.43,0.02
1.69587,8.85,Rat1,Male,565.59,0.43,0.02
1.70328,12.4,Rat1,Male,565.59,0.43,0.02
1.71068,10.6,Rat1,Male,565.59,0.43,0.02
1.71809,7.08,Rat1,Male,565.59,0.43,0.02
1.72549,9.74,Rat1,Male,565.59,0.43,0.02
1.7329,14.2,Rat1,Male,565.59,0.43,0.02
1.74031,7.08,Rat1,Male,565.59,0.43,0.02
1.74771,7.96,Rat1,Male,565.59,0.43,0.02
1.75512,10.6,Rat1,Male,565.59,0.43,0.02
1.76252,7.96,Rat1,Male,565.59,0.43,0.02
1.76993,10.6,Rat1,Male,565.59,0.43,0.02
1.77733,8.85,Rat1,Male,565.59,0.43,0.02
1.78474,8.85,Rat1,Male,565.59,0.43,0.02
1.79214,9.74,Rat1,Male,565.59,0.43,0.02
1.79955,10.6,Rat1,Male,565.59,0.43,0.02
1.80696,2.72,Rat1,Male,565.59,0.43,0.02
1.81436,7.08,Rat1,Male,565.59,0.43,0.02
1.82177,7.08,Rat1,Male,565.59,0.43,0.02
1.82917,5.32,Rat1,Male,565.59,0.43,0.02
1.83658,2.72,Rat1,Male,565.59,0.43,0.02
1.84398,5.32,Rat1,Male,565.59,0.43,0.02
1.85139,8.85,Rat1,Male,565.59,0.43,0.02
1.85879,7.96,Rat1,Male,565.59,0.43,0.02
1.8662,7.08,Rat1,Male,565.59,0.43,0.02
1.87361,7.08,Rat1,Male,565.59,0.43,0.02
1.88101,9.74,Rat1,Male,565.59,0.43,0.02
1.88842,7.08,Rat1,Male,565.59,0.43,0.02
1.89582,8.85,Rat1,Male,565.59,0.43,0.02
1.90323,7.08,Rat1,Male,565.59,0.43,0.02
1.91063,7.96,Rat1,Male,565.59,0.43,0.02
1.91804,6.2,Rat1,Male,565.59,0.43,0.02
1.92544,7.96,Rat1,Male,565.59,0.43,0.02
1.93285,8.85,Rat1,Male,565.59,0.43,0.02
1.94026,6.2,Rat1,Male,565.59,0.43,0.02
1.94766,7.08,Rat1,Male,565.59,0.43,0.02
1.95507,10.6,Rat1,Male,565.59,0.43,0.02
1.96247,6.2,Rat1,Male,565.59,0.43,0.02
1.96988,7.08,Rat1,Male,565.59,0.43,0.02
1.97728,7.08,Rat1,Male,565.59,0.43,0.02
1.98469,3.58,Rat1,Male,565.59,0.43,0.02
1.99209,11.5,Rat1,Male,565.59,0.43,0.02
1.9995,7.96,Rat1,Male,565.59,0.43,0.02
2.00691,8.85,Rat1,Male,565.59,0.43,0.02
2.01431,3.58,Rat1,Male,565.59,0.43,0.02
2.02172,7.08,Rat1,Male,565.59,0.43,0.02
2.02912,6.2,Rat1,Male,565.59,0.43,0.02
0,22.9,Rat2,Male,565.59,0.334,0.02
0.00555556,24.7,Rat2,Male,565.59,0.334,0.02
0.0111111,15,Rat2,Male,565.59,0.334,0.02
0.0166667,11.6,Rat2,Male,565.59,0.334,0.02
0.0222222,30.1,Rat2,Male,565.59,0.334,0.02
0.0277778,90.1,Rat2,Male,565.59,0.334,0.02
0.0333333,143,Rat2,Male,565.59,0.334,0.02
0.0388889,114,Rat2,Male,565.59,0.334,0.02
0.0444444,116,Rat2,Male,565.59,0.334,0.02
0.05,93.3,Rat2,Male,565.59,0.334,0.02
0.0555556,113,Rat2,Male,565.59,0.334,0.02
0.0611111,98.6,Rat2,Male,565.59,0.334,0.02
0.0666667,91.2,Rat2,Male,565.59,0.334,0.02
0.0722222,92.2,Rat2,Male,565.59,0.334,0.02
0.0777778,90.2,Rat2,Male,565.59,0.334,0.02
0.0833333,74.8,Rat2,Male,565.59,0.334,0.02
0.0888889,88.1,Rat2,Male,565.59,0.334,0.02
0.0944444,94.4,Rat2,Male,565.59,0.334,0.02
0.1,78.9,Rat2,Male,565.59,0.334,0.02
0.105556,85,Rat2,Male,565.59,0.334,0.02
0.111111,77.8,Rat2,Male,565.59,0.334,0.02
0.116667,84,Rat2,Male,565.59,0.334,0.02
0.122222,87.1,Rat2,Male,565.59,0.334,0.02
0.127778,68.8,Rat2,Male,565.59,0.334,0.02
0.133333,83,Rat2,Male,565.59,0.334,0.02
0.138889,70.8,Rat2,Male,565.59,0.334,0.02
0.144444,71.8,Rat2,Male,565.59,0.334,0.02
0.15,69.8,Rat2,Male,565.59,0.334,0.02
0.155556,68.8,Rat2,Male,565.59,0.334,0.02
0.161111,78.9,Rat2,Male,565.59,0.334,0.02
0.166667,72.8,Rat2,Male,565.59,0.334,0.02
0.172222,68.8,Rat2,Male,565.59,0.334,0.02
0.177778,74.8,Rat2,Male,565.59,0.334,0.02
0.183333,70.8,Rat2,Male,565.59,0.334,0.02
0.188889,73.8,Rat2,Male,565.59,0.334,0.02
0.194444,55.2,Rat2,Male,565.59,0.334,0.02
0.2,62,Rat2,Male,565.59,0.334,0.02
0.205556,61,Rat2,Male,565.59,0.334,0.02
0.211111,66.9,Rat2,Male,565.59,0.334,0.02
0.216667,57.1,Rat2,Male,565.59,0.334,0.02
0.222222,69.9,Rat2,Male,565.59,0.334,0.02
0.227778,70.9,Rat2,Male,565.59,0.334,0.02
0.233333,62,Rat2,Male,565.59,0.334,0.02
0.238889,49.5,Rat2,Male,565.59,0.334,0.02
0.244444,66.9,Rat2,Male,565.59,0.334,0.02
0.25,60,Rat2,Male,565.59,0.334,0.02
0.255556,56.2,Rat2,Male,565.59,0.334,0.02
0.261111,46.7,Rat2,Male,565.59,0.334,0.02
0.266667,57.1,Rat2,Male,565.59,0.334,0.02
0.272222,61,Rat2,Male,565.59,0.334,0.02
0.277778,60,Rat2,Male,565.59,0.334,0.02
0.283333,60,Rat2,Male,565.59,0.334,0.02
0.288889,61,Rat2,Male,565.59,0.334,0.02
0.294444,66.9,Rat2,Male,565.59,0.334,0.02
0.3,46.7,Rat2,Male,565.59,0.334,0.02
0.305556,54.3,Rat2,Male,565.59,0.334,0.02
0.311111,62,Rat2,Male,565.59,0.334,0.02
0.316667,42.9,Rat2,Male,565.59,0.334,0.02
0.322222,51.4,Rat2,Male,565.59,0.334,0.02
0.327778,66.9,Rat2,Male,565.59,0.334,0.02
0.333333,56.2,Rat2,Male,565.59,0.334,0.02
0.338889,51.4,Rat2,Male,565.59,0.334,0.02
0.344444,61,Rat2,Male,565.59,0.334,0.02
0.35,42.9,Rat2,Male,565.59,0.334,0.02
0.355556,51.4,Rat2,Male,565.59,0.334,0.02
0.361111,50.5,Rat2,Male,565.59,0.334,0.02
0.366667,48.6,Rat2,Male,565.59,0.334,0.02
0.372222,36.5,Rat2,Male,565.59,0.334,0.02
0.377778,48.6,Rat2,Male,565.59,0.334,0.02
0.383333,57.2,Rat2,Male,565.59,0.334,0.02
0.388889,58.1,Rat2,Male,565.59,0.334,0.02
0.394444,56.2,Rat2,Male,565.59,0.334,0.02
0.4,47.6,Rat2,Male,565.59,0.334,0.02
0.405556,44.8,Rat2,Male,565.59,0.334,0.02
0.411111,43.9,Rat2,Male,565.59,0.334,0.02
0.416667,53.3,Rat2,Male,565.59,0.334,0.02
0.422222,38.3,Rat2,Male,565.59,0.334,0.02
0.427778,47.6,Rat2,Male,565.59,0.334,0.02
0.433333,45.8,Rat2,Male,565.59,0.334,0.02
0.438889,52.4,Rat2,Male,565.59,0.334,0.02
0.444444,48.6,Rat2,Male,565.59,0.334,0.02
0.45,33.7,Rat2,Male,565.59,0.334,0.02
0.455556,55.2,Rat2,Male,565.59,0.334,0.02
0.461111,37.4,Rat2,Male,565.59,0.334,0.02
0.466667,38.3,Rat2,Male,565.59,0.334,0.02
0.472222,45.8,Rat2,Male,565.59,0.334,0.02
0.477778,50.5,Rat2,Male,565.59,0.334,0.02
0.483333,49.5,Rat2,Male,565.59,0.334,0.02
0.488889,43,Rat2,Male,565.59,0.334,0.02
0.494444,38.3,Rat2,Male,565.59,0.334,0.02
0.5,37.4,Rat2,Male,565.59,0.334,0.02
0.505556,45.8,Rat2,Male,565.59,0.334,0.02
0.511111,43.9,Rat2,Male,565.59,0.334,0.02
0.516667,39.3,Rat2,Male,565.59,0.334,0.02
0.522222,39.2,Rat2,Male,565.59,0.334,0.02
0.527778,43.9,Rat2,Male,565.59,0.334,0.02
0.533333,42,Rat2,Male,565.59,0.334,0.02
0.538889,30.1,Rat2,Male,565.59,0.334,0.02
0.544444,46.7,Rat2,Male,565.59,0.334,0.02
0.55,39.3,Rat2,Male,565.59,0.334,0.02
0.555556,43.9,Rat2,Male,565.59,0.334,0.02
0.561111,29.2,Rat2,Male,565.59,0.334,0.02
0.566667,48.6,Rat2,Male,565.59,0.334,0.02
0.572222,36.5,Rat2,Male,565.59,0.334,0.02
0.577778,31,Rat2,Male,565.59,0.334,0.02
0.583333,28.3,Rat2,Male,565.59,0.334,0.02
0.588889,33.8,Rat2,Male,565.59,0.334,0.02
0.594444,33.8,Rat2,Male,565.59,0.334,0.02
0.6,40.2,Rat2,Male,565.59,0.334,0.02
0.605556,43.9,Rat2,Male,565.59,0.334,0.02
0.611111,34.7,Rat2,Male,565.59,0.334,0.02
0.616667,30.1,Rat2,Male,565.59,0.334,0.02
0.622222,43.9,Rat2,Male,565.59,0.334,0.02
0.627778,27.4,Rat2,Male,565.59,0.334,0.02
0.633333,31,Rat2,Male,565.59,0.334,0.02
0.638889,44.8,Rat2,Male,565.59,0.334,0.02
0.644444,33.8,Rat2,Male,565.59,0.334,0.02
0.65,30.1,Rat2,Male,565.59,0.334,0.02
0.655556,45.8,Rat2,Male,565.59,0.334,0.02
0.661111,33.8,Rat2,Male,565.59,0.334,0.02
0.666667,37.4,Rat2,Male,565.59,0.334,0.02
0.672222,43,Rat2,Male,565.59,0.334,0.02
0.677778,38.4,Rat2,Male,565.59,0.334,0.02
0.683333,21.2,Rat2,Male,565.59,0.334,0.02
0.688889,26.6,Rat2,Male,565.59,0.334,0.02
0.694444,33.8,Rat2,Male,565.59,0.334,0.02
0.7,37.4,Rat2,Male,565.59,0.334,0.02
0.705556,42.1,Rat2,Male,565.59,0.334,0.02
0.711111,36.5,Rat2,Male,565.59,0.334,0.02
0.716667,32,Rat2,Male,565.59,0.334,0.02
0.722222,36.5,Rat2,Male,565.59,0.334,0.02
0.727778,35.6,Rat2,Male,565.59,0.334,0.02
0.733333,30.2,Rat2,Male,565.59,0.334,0.02
0.738889,26.6,Rat2,Male,565.59,0.334,0.02
0.744444,29.2,Rat2,Male,565.59,0.334,0.02
0.75,26.6,Rat2,Male,565.59,0.334,0.02
0.755556,30.2,Rat2,Male,565.59,0.334,0.02
0.761111,34.7,Rat2,Male,565.59,0.334,0.02
0.766667,32,Rat2,Male,565.59,0.334,0.02
0.772222,38.4,Rat2,Male,565.59,0.334,0.02
0.777778,34.7,Rat2,Male,565.59,0.334,0.02
0.783333,41.1,Rat2,Male,565.59,0.334,0.02
0.788889,26.6,Rat2,Male,565.59,0.334,0.02
0.794444,38.4,Rat2,Male,565.59,0.334,0.02
0.8,33.8,Rat2,Male,565.59,0.334,0.02
0.805556,25.7,Rat2,Male,565.59,0.334,0.02
0.811111,31.1,Rat2,Male,565.59,0.334,0.02
0.816667,39.3,Rat2,Male,565.59,0.334,0.02
0.822222,31.1,Rat2,Male,565.59,0.334,0.02
0.827778,32.9,Rat2,Male,565.59,0.334,0.02
0.833333,36.5,Rat2,Male,565.59,0.334,0.02
0.838889,32.9,Rat2,Male,565.59,0.334,0.02
0.844444,36.5,Rat2,Male,565.59,0.334,0.02
0.85,30.2,Rat2,Male,565.59,0.334,0.02
0.855556,36.5,Rat2,Male,565.59,0.334,0.02
0.861111,19.5,Rat2,Male,565.59,0.334,0.02
0.866667,40.2,Rat2,Male,565.59,0.334,0.02
0.872222,24.8,Rat2,Male,565.59,0.334,0.02
0.877778,25.7,Rat2,Male,565.59,0.334,0.02
0.883333,23,Rat2,Male,565.59,0.334,0.02
0.888889,23.9,Rat2,Male,565.59,0.334,0.02
0.894444,34.7,Rat2,Male,565.59,0.334,0.02
0.9,31.1,Rat2,Male,565.59,0.334,0.02
0.905556,31.1,Rat2,Male,565.59,0.334,0.02
0.911111,33.8,Rat2,Male,565.59,0.334,0.02
0.916667,26.6,Rat2,Male,565.59,0.334,0.02
0.922222,29.3,Rat2,Male,565.59,0.334,0.02
0.927778,27.5,Rat2,Male,565.59,0.334,0.02
0.933333,26.6,Rat2,Male,565.59,0.334,0.02
0.938889,25.7,Rat2,Male,565.59,0.334,0.02
0.944444,25.7,Rat2,Male,565.59,0.334,0.02
0.95,21.3,Rat2,Male,565.59,0.334,0.02
0.955556,27.5,Rat2,Male,565.59,0.334,0.02
0.961111,20.4,Rat2,Male,565.59,0.334,0.02
0.966667,22.1,Rat2,Male,565.59,0.334,0.02
0.972222,24.8,Rat2,Male,565.59,0.334,0.02
0.977778,23.9,Rat2,Male,565.59,0.334,0.02
0.983333,28.4,Rat2,Male,565.59,0.334,0.02
0.988889,21.3,Rat2,Male,565.59,0.334,0.02
0.994444,31.1,Rat2,Male,565.59,0.334,0.02
1,23.9,Rat2,Male,565.59,0.334,0.02
1.00556,28.4,Rat2,Male,565.59,0.334,0.02
1.01111,21.3,Rat2,Male,565.59,0.334,0.02
1.01667,33.8,Rat2,Male,565.59,0.334,0.02
1.02222,16.9,Rat2,Male,565.59,0.334,0.02
1.02778,27.5,Rat2,Male,565.59,0.334,0.02
1.03333,21.3,Rat2,Male,565.59,0.334,0.02
1.03889,16.9,Rat2,Male,565.59,0.334,0.02
1.04444,19.5,Rat2,Male,565.59,0.334,0.02
1.05,28.4,Rat2,Male,565.59,0.334,0.02
1.05556,20.4,Rat2,Male,565.59,0.334,0.02
1.06111,23,Rat2,Male,565.59,0.334,0.02
1.06667,29.3,Rat2,Male,565.59,0.334,0.02
1.07222,32,Rat2,Male,565.59,0.334,0.02
1.07778,22.2,Rat2,Male,565.59,0.334,0.02
1.08333,21.3,Rat2,Male,565.59,0.334,0.02
1.08889,34.7,Rat2,Male,565.59,0.334,0.02
1.09444,13.4,Rat2,Male,565.59,0.334,0.02
1.1,28.4,Rat2,Male,565.59,0.334,0.02
1.10556,20.4,Rat2,Male,565.59,0.334,0.02
1.11111,16.9,Rat2,Male,565.59,0.334,0.02
1.11667,16.9,Rat2,Male,565.59,0.334,0.02
1.12222,27.5,Rat2,Male,565.59,0.334,0.02
1.12778,28.4,Rat2,Male,565.59,0.334,0.02
1.13333,18.6,Rat2,Male,565.59,0.334,0.02
1.13889,10.8,Rat2,Male,565.59,0.334,0.02
1.14444,14.3,Rat2,Male,565.59,0.334,0.02
1.15,18.6,Rat2,Male,565.59,0.334,0.02
1.15556,15.2,Rat2,Male,565.59,0.334,0.02
1.16111,17.8,Rat2,Male,565.59,0.334,0.02
1.16667,17.8,Rat2,Male,565.59,0.334,0.02
1.17222,23.1,Rat2,Male,565.59,0.334,0.02
1.17778,9.12,Rat2,Male,565.59,0.334,0.02
1.18333,25.7,Rat2,Male,565.59,0.334,0.02
1.18889,23.1,Rat2,Male,565.59,0.334,0.02
1.19444,14.3,Rat2,Male,565.59,0.334,0.02
1.2,13.4,Rat2,Male,565.59,0.334,0.02
1.20556,16.9,Rat2,Male,565.59,0.334,0.02
1.21111,9.12,Rat2,Male,565.59,0.334,0.02
1.21667,25.7,Rat2,Male,565.59,0.334,0.02
1.22222,22.2,Rat2,Male,565.59,0.334,0.02
1.22778,29.3,Rat2,Male,565.59,0.334,0.02
1.23333,20.4,Rat2,Male,565.59,0.334,0.02
